id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9
17398,0,2,1,4,1,0,5,1,6,9
17399,1,0,3,0,4,6,6,8,1,3
17400,1,1,1,1,3,4,3,4,1,6
17401,0,2,0,3,2,0,2,1,0,8
17402,1,0,1,1,0,1,0,6,3,10
17403,0,0,0,0,2,4,4,6,6,3
17404,0,1,3,4,0,0,4,5,4,5
17405,1,0,2,1,5,5,0,0,8,0
17406,1,2,2,2,4,5,4,6,3,3
17407,1,2,3,2,1,6,2,6,7,2
17408,1,2,2,0,5,5,0,3,8,8
17409,0,0,0,4,2,4,0,0,4,8
17410,1,2,1,3,1,0,2,2,3,3
17411,0,2,1,2,4,4,4,7,9,10
17412,0,0,3,4,5,3,5,2,0,7
17413,1,0,1,0,0,0,4,3,7,3
17414,0,1,3,2,5,2,1,8,7,7
17415,1,2,3,0,4,6,6,2,9,10
17416,1,1,2,4,1,4,4,0,2,8
17417,0,2,1,0,3,2,3,3,7,7
17418,0,2,3,2,4,1,0,8,2,3
17419,0,1,1,0,0,4,0,5,0,4
17420,1,0,2,4,0,3,0,2,6,4
17421,1,1,3,3,2,3,1,7,2,4
17422,0,2,1,1,3,3,2,5,4,1
17423,0,1,0,1,1,4,1,0,5,9
17424,1,1,2,2,2,0,4,6,8,0
17425,0,0,3,3,1,5,4,6,7,7
17426,0,2,0,0,2,3,6,1,1,10
17427,1,0,1,0,4,4,2,4,9,7
17428,1,0,3,0,1,4,7,6,3,2
17429,0,2,0,0,4,5,5,3,4,6
17430,1,2,1,1,0,5,7,4,6,7
17431,0,0,2,1,5,5,3,5,7,2
17432,0,0,3,4,2,5,6,2,1,8
17433,0,2,1,3,3,3,2,3,8,7
17434,1,0,0,0,0,2,7,2,6,2
17435,0,2,0,2,2,3,6,2,6,2
17436,1,2,1,2,5,6,4,5,8,7
17437,0,0,3,1,2,2,7,4,2,2
17438,1,2,2,0,5,1,2,1,4,10
17439,1,0,2,1,2,4,6,6,2,3
17440,0,0,1,0,3,3,5,8,6,7
17441,1,0,0,2,0,5,6,8,5,6
17442,1,2,3,2,1,1,1,0,3,4
17443,1,2,3,0,3,1,6,1,2,4
17444,1,1,1,1,0,1,6,8,9,8
17445,0,0,3,1,0,6,2,6,2,9
17446,0,2,3,2,2,4,6,0,6,9
17447,0,2,1,0,4,6,4,1,5,5
17448,1,2,3,2,1,1,5,0,2,8
17449,0,1,1,2,4,6,0,5,5,5
17450,0,2,3,0,4,6,5,0,0,9
17451,0,0,0,4,0,2,6,4,0,4
17452,0,1,3,3,1,0,2,6,5,10
17453,1,2,1,3,5,3,7,0,2,1
17454,0,2,2,0,5,5,3,4,2,9
17455,1,0,2,3,5,1,7,7,3,9
17456,0,1,3,3,5,1,1,0,0,3
17457,1,0,2,3,1,0,1,8,9,8
17458,1,1,0,1,3,3,6,4,5,10
17459,0,2,3,4,1,3,2,0,0,9
17460,1,0,2,0,5,6,5,7,8,8
17461,0,1,2,2,4,2,6,5,0,9
17462,1,1,2,2,5,5,0,2,8,5
17463,1,1,3,3,4,1,1,1,5,9
17464,0,0,2,2,1,4,6,7,7,6
17465,1,2,1,0,2,5,0,5,0,10
17466,1,2,2,2,5,1,5,7,0,3
17467,1,2,1,1,3,1,4,2,2,1
17468,0,0,2,4,3,0,0,0,9,9
17469,0,0,2,3,0,4,1,7,5,6
17470,0,1,3,2,5,4,2,0,9,5
17471,0,2,2,0,1,6,6,2,3,6
17472,1,2,3,1,4,0,1,1,0,0
17473,0,1,2,0,5,4,5,1,0,1
17474,0,0,2,1,0,2,6,1,5,4
17475,1,0,0,0,5,6,5,7,1,8
17476,0,1,3,3,0,4,4,0,5,7
17477,0,0,0,1,0,0,0,8,5,7
17478,0,1,2,0,5,1,1,5,1,5
17479,0,2,2,4,4,4,6,3,7,3
17480,0,2,1,3,2,3,4,8,2,9
17481,0,1,0,0,5,5,2,6,2,8
17482,1,1,1,1,5,6,7,1,6,1
17483,1,0,3,4,3,0,4,2,2,0
17484,0,1,1,4,4,5,5,6,4,1
17485,0,2,2,1,0,4,1,4,5,5
17486,0,0,2,0,5,5,6,7,0,3
17487,0,1,2,2,3,6,6,8,5,10
17488,1,2,3,3,3,0,3,7,8,7
17489,0,0,0,4,1,2,4,5,8,2
17490,0,1,2,1,2,6,4,7,3,0
17491,1,2,1,1,4,4,5,0,1,4
17492,0,2,3,4,4,1,7,6,0,0
17493,1,1,3,2,1,5,3,5,6,7
17494,0,2,3,1,3,1,0,8,1,6
17495,1,1,1,2,2,2,7,4,6,9
17496,1,0,0,2,3,4,3,4,7,7
17497,0,0,1,4,1,4,2,1,8,8
17498,1,2,3,1,3,1,4,0,2,6
17499,1,2,1,4,1,3,2,8,3,9
17500,1,2,0,2,3,3,0,3,3,0
17501,1,1,3,2,2,3,7,8,1,2
17502,1,1,0,4,2,2,3,2,0,4
17503,1,2,1,4,4,0,7,5,4,6
17504,1,0,3,2,2,0,3,7,7,8
17505,1,0,0,2,0,3,6,4,3,4
17506,0,0,1,2,0,1,5,3,7,7
17507,0,0,3,0,0,0,0,2,2,3
17508,1,1,0,2,4,2,3,6,5,1
17509,0,1,1,1,2,3,6,8,4,6
17510,0,1,0,0,5,2,2,0,2,10
17511,1,2,3,4,4,3,1,5,0,5
17512,1,0,1,0,2,2,5,6,4,6
17513,0,0,2,3,3,0,0,2,3,0
17514,1,1,2,4,5,1,7,1,9,2
17515,0,1,1,2,4,6,7,3,0,0
17516,0,1,0,3,3,6,4,4,2,0
17517,1,0,2,3,0,6,1,7,2,6
17518,1,0,2,2,0,1,4,1,5,9
17519,1,0,2,1,4,0,1,7,8,3
17520,0,1,3,3,3,2,5,5,3,9
17521,1,0,2,1,4,6,7,3,2,4
17522,0,2,1,2,4,4,0,5,3,0
17523,1,0,3,0,2,5,4,3,8,8
17524,1,1,0,0,1,0,5,4,0,6
17525,1,1,3,4,1,3,7,2,3,1
17526,1,2,1,2,2,1,1,6,9,2
17527,1,2,1,2,2,1,7,1,6,1
17528,1,2,2,2,5,4,4,0,0,10
17529,1,2,3,0,2,2,6,5,8,2
17530,0,0,0,1,4,0,6,7,2,10
17531,0,0,1,4,1,3,7,1,7,10
17532,0,1,2,0,5,6,7,8,3,0
17533,1,2,3,1,2,0,6,7,4,6
17534,1,2,2,0,0,3,5,2,9,4
17535,0,2,0,0,1,0,7,1,7,5
17536,1,1,2,3,1,0,3,4,7,8
17537,0,0,0,4,4,1,1,3,9,6
17538,0,0,2,3,0,5,1,4,4,8
17539,0,1,1,2,1,1,4,1,8,2
17540,0,0,2,1,4,0,2,1,7,1
17541,1,2,0,0,1,0,0,5,7,7
17542,1,0,0,3,4,5,0,3,3,8
17543,1,1,2,2,5,6,6,2,7,8
17544,1,0,1,3,2,3,6,2,2,10
17545,0,2,0,1,3,1,4,2,0,6
17546,0,1,3,2,4,2,2,4,9,7
17547,0,1,0,3,1,5,0,2,3,9
17548,1,2,2,3,1,5,4,4,0,8
17549,1,1,3,3,5,1,3,8,1,6
17550,1,2,2,0,3,6,6,4,1,8
17551,0,1,2,1,1,5,5,3,1,10
17552,1,1,2,4,5,3,1,5,1,8
17553,1,1,3,0,0,2,5,8,2,2
17554,1,2,2,4,3,4,0,5,7,10
17555,1,0,2,1,2,5,5,3,0,4
17556,1,0,0,3,5,3,3,8,6,4
17557,1,2,0,3,1,6,3,5,7,2
17558,1,2,1,4,4,2,5,3,5,1
17559,0,2,0,4,0,6,3,6,4,9
17560,1,1,0,1,1,5,2,1,2,1
17561,1,0,3,4,1,5,5,1,8,8
17562,0,0,2,2,5,6,7,8,5,0
17563,0,0,2,3,4,1,6,8,2,2
17564,0,2,0,2,0,2,0,4,6,1
17565,0,1,2,1,4,3,3,6,9,3
17566,0,0,1,1,1,6,6,8,2,9
17567,0,0,0,0,2,3,1,6,0,4
17568,1,1,0,1,2,6,6,5,2,3
17569,1,2,0,1,0,4,4,0,5,9
17570,1,1,3,1,5,0,6,8,1,9
17571,1,1,2,2,4,5,6,4,2,6
17572,1,1,1,4,0,0,5,0,4,9
17573,0,1,0,2,0,1,1,7,7,5
17574,0,0,3,1,2,2,4,6,3,10
17575,1,1,1,4,4,2,2,8,8,4
17576,0,2,3,4,3,0,3,4,0,3
17577,1,2,0,3,4,6,7,3,8,4
17578,0,1,3,3,1,0,2,5,3,4
17579,1,1,2,1,1,5,7,7,8,3
17580,1,0,1,2,4,1,4,7,1,9
17581,1,2,0,2,2,1,5,6,8,7
17582,1,0,2,2,1,4,1,7,8,9
17583,1,2,1,3,2,0,3,5,9,5
17584,0,1,2,0,2,5,2,7,9,1
17585,1,1,0,4,0,5,2,4,3,3
17586,1,0,0,1,0,1,7,8,0,5
17587,1,0,2,2,1,1,5,2,4,5
17588,0,1,2,1,5,6,4,1,5,5
17589,1,2,1,4,3,0,2,7,6,0
17590,0,1,1,1,4,4,5,4,0,1
17591,0,0,1,0,5,5,4,6,9,0
17592,0,1,3,3,5,6,1,4,0,10
17593,0,2,2,1,2,5,3,0,7,4
17594,1,2,2,3,1,5,5,3,6,0
17595,1,0,2,3,2,0,2,3,4,9
17596,0,1,2,1,5,4,2,7,6,7
17597,0,1,2,0,1,4,7,2,8,6
17598,1,1,2,3,3,5,0,1,5,3
17599,0,1,1,2,5,4,2,0,0,6
17600,0,2,1,2,2,0,3,3,1,5
17601,0,1,2,2,5,3,7,7,3,2
17602,1,1,0,1,2,0,5,5,6,4
17603,1,1,0,0,4,0,3,7,8,9
17604,0,2,2,2,1,4,3,7,1,7
17605,0,2,0,4,4,1,6,5,4,8
17606,0,2,2,3,3,5,4,0,4,4
17607,0,2,3,3,0,4,3,4,8,2
17608,1,2,2,2,0,1,2,0,0,4
17609,0,2,0,3,4,1,3,6,3,9
17610,1,1,1,4,1,2,7,7,7,7
17611,0,1,3,4,4,5,0,5,1,4
17612,0,2,1,3,1,6,3,5,1,9
17613,0,2,3,4,3,0,4,0,4,4
17614,1,2,1,1,2,1,7,6,5,4
17615,1,0,3,1,2,2,7,2,5,6
17616,0,2,1,2,0,4,7,1,0,5
17617,1,2,2,4,0,5,5,4,3,9
17618,0,2,1,3,0,0,5,6,8,3
17619,1,1,1,0,4,0,2,3,1,4
17620,1,1,0,2,4,2,6,5,1,7
17621,0,1,2,1,0,1,6,8,4,0
17622,0,0,1,4,3,1,1,2,5,4
17623,0,2,2,0,3,1,1,5,8,1
17624,0,0,3,2,0,6,4,5,1,10
17625,0,2,3,1,4,3,0,1,5,2
17626,0,0,3,3,3,1,3,2,4,2
17627,1,0,3,3,2,1,7,3,8,10
17628,0,2,2,4,1,6,5,5,8,5
17629,0,2,3,3,4,6,4,8,4,5
17630,0,2,0,2,3,4,5,0,4,6
17631,1,1,0,2,4,5,0,5,4,10
17632,1,1,3,2,0,4,6,4,4,5
17633,1,2,3,0,2,3,4,6,6,5
17634,1,0,3,4,0,1,2,5,5,10
17635,0,1,3,1,4,2,1,2,5,5
17636,0,0,2,2,3,5,7,0,6,5
17637,0,0,1,4,0,3,5,5,5,3
17638,0,0,1,0,1,5,1,3,9,6
17639,0,1,3,4,4,4,5,6,5,7
17640,1,1,1,2,2,4,6,5,7,5
17641,1,0,0,3,5,3,6,1,8,9
17642,0,0,1,2,3,4,1,4,3,2
17643,0,2,2,0,1,3,2,6,4,2
17644,0,1,2,2,0,0,2,8,2,7
17645,1,2,2,1,0,5,0,4,0,10
17646,0,1,1,1,2,0,3,6,5,10
17647,0,0,1,0,3,4,4,0,8,8
17648,1,2,0,4,2,3,6,8,9,10
17649,0,2,3,0,2,5,5,4,5,6
17650,0,1,0,0,2,1,5,2,4,8
17651,1,2,1,3,5,6,4,4,6,1
17652,0,2,0,3,4,5,7,5,4,10
17653,1,0,0,4,4,5,6,1,3,1
17654,0,2,1,0,0,5,1,0,9,2
17655,1,1,1,1,2,4,0,2,4,0
17656,1,0,3,4,4,6,4,5,3,1
17657,1,2,1,3,1,0,5,7,5,3
17658,0,1,1,4,4,5,0,4,5,4
17659,0,0,0,0,4,3,2,4,8,6
17660,1,0,3,2,1,2,4,7,7,3
17661,0,1,3,4,3,5,4,5,6,9
17662,0,2,0,2,2,3,2,8,2,8
17663,1,0,3,1,0,2,7,0,2,6
17664,0,0,3,4,5,2,3,0,6,0
17665,1,1,1,0,2,3,0,8,2,9
17666,1,1,3,0,0,4,0,7,3,10
17667,0,2,3,3,0,0,7,4,6,9
17668,0,1,0,3,5,1,5,2,7,8
17669,0,2,3,4,2,3,5,6,5,9
17670,0,1,0,1,1,3,3,1,2,0
17671,1,1,3,4,1,6,7,7,0,7
17672,0,0,0,2,5,1,2,1,7,8
17673,1,0,2,3,5,6,3,2,5,4
17674,0,0,1,0,4,0,7,2,5,9
17675,0,1,0,4,1,5,6,7,7,3
17676,0,0,1,1,4,1,7,7,0,7
17677,0,0,1,3,3,6,4,3,8,7
17678,0,2,2,2,1,3,1,7,9,0
17679,0,1,1,2,5,1,2,4,4,2
17680,0,2,3,3,0,6,0,8,7,0
17681,0,0,2,1,0,1,0,6,5,10
17682,1,0,3,0,3,6,4,3,0,9
17683,1,1,1,4,0,2,3,6,0,2
17684,0,0,3,4,5,2,0,2,7,4
17685,0,0,2,1,3,5,4,2,8,4
17686,0,2,1,2,2,6,1,4,4,7
17687,0,0,0,3,0,3,4,5,5,9
17688,1,1,3,3,5,0,0,4,7,0
17689,1,1,3,1,3,4,7,5,1,0
17690,0,2,0,1,2,6,5,5,2,1
17691,1,0,2,4,1,0,6,8,3,7
17692,0,2,2,4,5,5,3,8,2,9
17693,1,2,3,4,1,1,6,8,3,5
17694,1,0,0,1,5,5,0,6,7,1
17695,1,0,2,3,4,6,1,2,4,5
17696,1,0,0,1,1,4,6,1,0,8
17697,0,2,3,1,5,5,3,3,7,0
17698,0,2,0,1,3,5,3,6,5,5
17699,0,1,0,4,4,1,1,0,1,10
17700,1,2,0,2,1,6,2,0,5,4
17701,0,2,1,2,3,5,6,3,3,10
17702,1,0,0,3,3,1,1,6,0,5
17703,0,1,1,0,3,4,2,0,9,0
17704,1,2,0,0,1,0,7,6,7,3
17705,0,0,0,0,1,2,3,2,6,8
17706,0,0,3,2,5,1,1,1,2,9
17707,0,0,2,0,2,2,0,6,3,1
17708,0,0,1,3,4,3,2,0,2,7
17709,1,1,0,1,0,6,4,7,7,1
17710,1,1,1,1,4,3,2,6,1,2
17711,1,2,0,0,1,6,1,6,8,3
17712,1,1,2,4,1,3,4,6,5,7
17713,0,0,1,1,2,2,5,6,5,5
17714,0,1,0,2,0,2,0,2,0,0
17715,0,2,2,3,0,4,1,8,1,9
17716,1,0,2,4,2,6,6,7,8,7
17717,0,1,3,1,5,3,4,2,5,6
17718,1,2,1,1,0,3,4,4,2,4
17719,0,2,3,1,4,3,5,7,4,2
17720,0,1,0,3,1,0,4,0,6,6
17721,1,2,0,2,3,4,7,5,2,10
17722,0,2,2,1,4,5,7,6,8,4
17723,0,2,3,0,1,2,4,0,1,6
17724,1,2,0,1,5,0,7,2,6,2
17725,1,1,3,2,3,1,0,0,6,1
17726,0,0,2,2,4,6,3,0,2,1
17727,0,2,1,3,4,2,0,1,2,4
17728,0,2,1,4,4,4,6,2,7,4
17729,1,2,0,2,2,4,3,4,6,7
17730,1,1,0,1,3,1,3,1,0,1
17731,0,2,1,2,2,2,6,7,5,4
17732,0,0,1,2,1,4,2,8,0,2
17733,1,1,1,2,4,1,2,1,1,4
17734,1,0,3,1,0,3,0,4,4,6
17735,0,1,3,2,2,5,0,4,4,5
17736,1,1,2,4,0,1,4,4,1,8
17737,0,1,2,4,0,2,1,0,1,9
17738,0,2,0,4,4,0,4,4,9,5
17739,0,0,1,4,1,2,3,8,6,3
17740,1,2,3,0,2,1,3,2,0,3
17741,1,0,1,4,2,3,1,8,2,6
17742,0,1,1,0,0,1,6,7,5,9
17743,1,1,3,2,0,1,4,8,8,10
17744,1,1,3,1,1,5,0,7,6,3
17745,1,0,3,4,1,3,2,2,9,3
17746,1,0,1,4,4,5,5,2,4,8
17747,0,1,2,3,2,4,0,7,1,4
17748,1,1,1,3,5,4,6,2,0,9
17749,0,1,2,1,5,3,3,4,8,7
17750,1,2,2,2,1,5,7,4,6,7
17751,1,1,3,1,5,1,5,2,8,10
17752,0,0,2,0,3,1,3,2,3,10
17753,0,2,0,3,5,4,3,1,6,4
17754,0,0,2,2,1,5,2,8,5,3
17755,0,0,3,1,3,4,1,7,4,9
17756,1,2,2,0,3,4,6,7,4,2
17757,0,1,1,4,3,1,2,7,1,1
17758,1,1,0,0,1,2,5,0,0,8
17759,0,2,1,0,1,4,1,4,7,8
17760,0,1,0,0,3,5,2,0,4,9
17761,0,1,0,4,1,3,2,4,7,0
17762,1,2,3,2,4,5,4,6,6,1
17763,1,2,3,0,1,2,1,2,7,3
17764,0,0,0,2,3,4,1,4,9,6
17765,0,2,2,2,2,2,3,8,8,5
17766,0,1,2,2,4,3,2,6,8,7
17767,1,0,0,3,5,0,0,5,9,0
17768,0,1,1,2,4,4,5,2,5,10
17769,0,1,2,4,5,1,6,3,8,1
17770,1,2,2,3,2,3,3,0,5,10
17771,1,0,0,4,1,1,3,6,4,3
17772,1,1,3,4,3,6,7,7,3,10
17773,1,1,1,3,2,5,6,3,6,10
17774,0,0,1,4,0,0,6,4,1,6
17775,0,2,2,3,1,1,0,3,3,1
17776,0,2,3,3,3,3,7,0,0,2
17777,1,0,3,1,4,6,3,0,4,10
17778,1,0,2,3,1,2,2,1,1,7
17779,1,0,3,1,0,2,4,1,3,6
17780,0,1,2,0,3,4,6,6,6,5
17781,1,1,1,3,5,6,4,2,3,3
17782,1,1,3,4,2,6,2,0,3,3
17783,0,1,3,3,4,1,7,8,4,3
17784,1,0,3,4,0,5,3,0,7,2
17785,0,0,0,4,4,3,5,0,7,0
17786,0,1,3,0,0,1,5,0,5,4
17787,1,2,1,1,4,4,7,6,2,3
17788,0,1,0,1,3,0,6,4,3,5
17789,1,2,2,0,5,1,6,5,5,3
17790,1,1,0,3,0,3,7,7,9,9
17791,0,2,3,2,4,1,7,5,5,10
17792,0,0,3,1,5,0,1,5,4,10
17793,1,2,1,1,5,6,6,6,0,10
17794,0,1,2,1,3,0,3,1,6,0
17795,0,0,2,3,2,0,0,0,8,8
17796,0,0,2,2,1,3,4,1,3,7
17797,1,0,2,3,5,5,2,8,4,5
17798,1,2,1,0,2,4,0,0,1,7
17799,1,2,0,0,5,5,5,6,4,5
17800,0,0,0,2,1,6,6,0,5,4
17801,1,1,3,2,1,3,7,6,6,4
17802,1,0,0,1,3,1,1,2,7,3
17803,1,2,0,2,3,5,2,8,2,9
17804,0,2,0,0,4,2,5,0,6,7
17805,0,2,3,0,1,3,3,2,3,2
17806,1,2,2,0,4,4,2,5,4,1
17807,0,0,2,0,4,5,0,4,9,1
17808,1,2,1,3,5,6,6,7,8,7
17809,1,2,1,3,2,2,1,4,1,4
17810,1,1,1,4,3,6,2,0,2,8
17811,1,2,2,3,4,0,3,5,9,8
17812,0,2,3,1,3,1,4,7,7,2
17813,1,2,0,2,3,5,2,5,2,8
17814,1,1,1,3,5,6,0,7,3,5
17815,1,0,0,2,3,3,2,0,6,4
17816,1,1,0,3,0,4,6,4,2,10
17817,0,2,3,0,2,3,1,4,4,8
17818,1,2,0,2,0,2,0,5,5,10
17819,0,1,3,2,5,1,4,4,9,10
17820,1,2,0,3,5,1,0,5,7,7
17821,1,1,2,3,0,3,7,4,3,4
17822,0,0,3,4,3,0,2,2,1,10
17823,0,2,2,4,1,5,1,3,0,3
17824,0,1,0,2,1,3,6,7,1,1
17825,1,2,3,1,3,6,1,4,8,2
17826,1,2,2,4,4,3,7,3,2,9
17827,0,1,2,4,5,3,7,4,1,9
17828,1,2,1,0,2,3,0,4,2,1
17829,1,2,3,0,2,1,4,6,3,6
17830,0,0,0,0,5,6,6,4,8,10
17831,1,2,1,4,3,0,5,6,3,7
17832,1,2,1,2,2,2,5,6,2,9
17833,1,2,1,0,5,5,1,7,5,6
17834,1,1,2,2,5,3,3,3,6,0
17835,0,2,3,1,2,4,3,7,4,2
17836,1,0,1,1,0,5,0,5,5,4
17837,0,2,0,1,1,6,7,5,3,7
17838,1,1,3,2,0,2,6,7,8,7
17839,0,0,3,4,2,0,3,4,4,6
17840,1,2,2,0,4,4,4,1,1,8
17841,1,1,3,1,1,1,4,5,7,4
17842,0,0,1,2,4,5,2,1,4,7
17843,1,2,3,1,3,6,1,1,4,5
17844,1,0,1,3,2,6,5,3,5,9
17845,0,2,3,3,5,2,0,2,6,7
17846,0,0,0,3,1,1,4,8,6,5
17847,0,1,0,3,1,4,1,6,5,7
17848,1,1,2,4,4,2,6,5,3,5
17849,1,2,1,0,2,0,5,5,7,6
17850,1,2,2,3,2,5,5,7,7,4
17851,1,1,2,1,2,3,6,8,6,1
17852,1,2,2,2,1,5,7,4,0,8
17853,0,0,3,4,2,0,6,7,9,3
17854,0,2,1,4,4,4,2,5,8,0
17855,1,0,2,2,2,2,2,6,7,9
17856,1,0,3,0,0,3,6,1,8,4
17857,1,1,2,3,3,3,0,8,8,2
17858,0,2,0,3,5,3,3,2,4,10
17859,1,1,2,4,5,2,7,7,4,0
17860,0,2,2,4,0,4,7,7,1,3
17861,1,0,3,0,4,1,6,0,4,5
17862,1,1,0,1,2,0,3,5,8,8
17863,1,2,1,0,5,6,4,8,1,9
17864,0,1,2,2,4,6,1,8,7,5
17865,1,0,2,2,4,5,1,6,1,0
17866,0,0,1,3,0,2,0,1,3,6
17867,0,0,0,0,2,0,5,7,3,6
17868,1,0,0,3,2,6,3,7,8,0
17869,1,1,2,1,1,4,0,6,6,3
17870,0,1,1,1,2,4,7,8,8,9
17871,0,1,2,1,2,1,2,7,1,8
17872,1,1,2,3,0,5,3,4,7,2
17873,0,0,1,4,5,6,5,7,7,4
17874,0,1,2,1,5,4,1,7,8,7
17875,0,2,2,4,4,1,6,8,2,3
17876,1,2,0,1,3,2,7,3,6,7
17877,0,0,3,0,0,6,2,6,8,10
17878,1,0,1,0,2,5,1,3,9,4
17879,0,1,3,2,4,5,7,5,9,0
17880,1,0,3,4,1,6,7,5,1,0
17881,0,1,0,1,3,4,3,1,4,4
17882,1,0,3,0,5,3,5,5,8,5
17883,0,0,0,3,4,6,6,2,2,3
17884,0,0,1,2,5,2,6,7,0,6
17885,1,1,0,1,3,5,5,4,9,4
17886,0,0,2,3,3,4,4,0,9,7
17887,1,1,2,2,2,4,4,6,9,1
17888,1,0,2,4,2,1,2,6,3,3
17889,0,0,0,4,2,5,0,6,3,6
17890,0,1,0,1,2,2,5,6,4,1
17891,1,2,2,3,3,3,2,8,8,5
17892,0,1,0,4,0,6,3,2,5,9
17893,0,1,2,1,5,5,4,3,1,5
17894,0,2,2,2,1,0,4,3,6,9
17895,1,1,3,4,0,1,3,0,2,2
17896,0,1,2,0,4,3,3,5,7,8
17897,0,1,3,3,4,5,3,0,9,7
17898,1,1,3,2,5,1,5,6,4,6
17899,0,2,3,1,0,4,3,3,8,2
17900,1,0,1,1,1,2,7,8,8,0
17901,0,0,2,3,2,1,0,7,9,0
17902,0,1,3,1,1,4,3,1,4,0
17903,1,2,1,3,2,4,3,7,0,3
17904,1,2,3,0,3,3,0,3,3,2
17905,0,0,0,3,4,5,1,7,5,4
17906,0,1,2,1,2,5,6,0,7,6
17907,0,2,2,1,1,0,4,7,9,10
17908,0,0,2,1,1,0,7,4,6,5
17909,1,1,2,3,0,4,0,1,7,6
17910,1,2,3,1,1,3,7,3,1,7
17911,1,1,3,1,2,4,4,1,4,0
17912,1,0,0,4,5,3,2,4,9,0
17913,1,1,3,3,3,5,6,5,8,8
17914,0,2,1,2,4,4,6,8,5,6
17915,1,0,0,0,1,1,3,2,3,10
17916,1,1,2,0,3,2,7,4,1,4
17917,1,1,1,4,4,3,3,6,5,1
17918,1,1,1,1,2,5,2,0,4,1
17919,0,0,1,1,0,5,2,8,9,7
17920,1,2,2,4,3,3,7,2,6,3
17921,1,0,1,0,0,0,0,3,1,5
17922,0,2,0,4,3,4,4,3,3,8
17923,1,2,3,4,5,1,6,6,0,0
17924,0,2,2,2,2,5,1,6,4,0
17925,0,0,1,4,2,6,0,7,3,9
17926,0,0,2,4,5,2,2,5,2,1
17927,0,1,0,3,1,3,3,0,6,0
17928,0,0,1,1,2,0,1,3,5,6
17929,0,0,1,3,5,4,0,7,4,3
17930,0,1,3,2,0,5,5,8,2,4
17931,1,1,1,3,0,2,6,0,8,10
17932,0,1,2,2,4,6,6,2,1,3
17933,1,2,3,4,2,3,4,4,6,10
17934,1,0,1,4,4,5,2,1,2,7
17935,0,0,1,2,1,0,2,7,2,6
17936,1,1,0,1,1,6,3,7,3,10
17937,0,1,3,1,3,2,5,1,0,2
17938,1,0,3,0,1,6,3,5,4,1
17939,1,0,2,0,1,5,1,4,3,9
17940,1,0,1,1,5,1,1,8,5,8
17941,0,1,3,4,0,3,1,5,0,9
17942,0,2,0,4,5,5,0,4,8,5
17943,1,0,3,1,0,5,0,0,2,8
17944,0,1,1,1,2,0,2,3,6,6
17945,1,0,2,0,3,0,3,1,0,5
17946,0,0,3,2,4,4,4,6,0,1
17947,1,0,3,3,3,0,6,7,8,0
17948,0,1,2,3,4,3,4,3,5,9
17949,1,1,1,4,4,1,1,6,0,0
17950,1,2,2,1,3,2,4,0,5,2
17951,1,0,2,4,1,4,5,5,4,6
17952,1,0,3,4,0,3,0,4,5,4
17953,0,1,3,2,5,0,7,5,0,2
17954,0,2,0,0,4,6,0,3,4,5
17955,1,2,0,2,0,5,1,8,8,6
17956,0,1,2,4,1,0,2,4,1,8
17957,0,2,2,0,2,6,4,5,3,4
17958,0,1,2,0,4,4,4,5,8,5
17959,1,1,3,3,3,4,1,1,2,7
17960,0,0,3,4,3,2,7,2,5,9
17961,0,1,1,0,2,4,2,0,3,7
17962,1,1,3,0,0,1,7,2,4,7
17963,0,0,3,2,4,2,0,7,2,3
17964,1,0,3,1,2,0,3,6,3,8
17965,0,1,0,3,2,4,2,2,9,10
17966,0,0,0,3,3,3,3,6,3,10
17967,1,2,3,4,3,0,7,0,6,6
17968,0,0,3,3,0,5,6,7,9,2
17969,0,2,2,3,3,2,3,5,8,3
17970,1,2,1,0,5,2,0,0,7,3
17971,1,1,1,0,0,0,2,7,5,3
17972,0,2,0,1,1,4,3,2,6,8
17973,1,0,3,3,5,6,2,3,3,0
17974,0,2,0,4,4,5,0,5,2,0
17975,0,0,1,1,4,2,7,3,6,2
17976,0,2,3,1,3,6,2,3,2,4
17977,0,1,3,4,1,0,0,4,3,9
17978,1,2,0,0,0,0,7,3,6,9
17979,0,1,0,2,2,4,5,3,5,2
17980,1,1,1,4,0,1,4,1,3,3
17981,1,1,0,0,5,0,0,7,0,5
17982,0,2,1,2,3,3,1,6,6,5
17983,1,0,2,2,4,1,2,5,1,1
17984,1,1,2,1,4,4,4,1,5,2
17985,0,2,0,2,1,1,2,8,5,4
17986,1,2,1,2,3,6,0,4,2,10
17987,1,0,0,4,1,4,7,5,1,7
17988,1,1,0,3,5,1,7,1,4,9
17989,0,1,3,4,4,4,1,0,3,0
17990,1,1,0,2,3,0,5,2,9,9
17991,0,2,1,0,4,5,0,5,2,2
17992,0,1,0,0,5,6,7,8,5,7
17993,1,2,3,0,5,1,2,0,0,10
17994,1,0,2,2,3,1,2,3,9,9
17995,0,0,0,3,2,0,2,0,6,2
17996,0,2,0,4,4,0,7,2,0,6
17997,0,1,3,1,1,2,1,6,9,1
17998,0,0,3,2,2,6,3,3,0,5
17999,0,0,0,4,4,4,2,6,5,8
18000,0,2,2,0,3,6,7,1,0,10
18001,0,2,1,0,3,5,0,1,2,9
18002,1,2,2,2,3,6,0,7,1,8
18003,1,0,0,1,2,1,3,0,5,9
18004,0,2,1,3,3,0,6,3,1,3
